"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2017",64.157,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2016",62.419,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2016",4.221,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2016",64.93,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2016",62.928,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2016",3.636,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2016",65.19,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2016",61.706,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2016",4.85,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2016",64.562,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2015",63.208,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2015",5.218,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2015",65.644,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2015",63.53,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2015",4.915,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2015",65.657,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2015",62.759,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2015",5.53,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2015",65.624,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2014",63.429,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2014",5.149,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2014",65.92,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2014",63.561,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2014",4.826,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2014",65.712,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2014",63.243,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2014",5.478,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2014",66.217,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2013",65.045,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2013",4.988,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2013",67.659,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2013",65.144,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2013",4.114,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2013",67.413,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2013",64.906,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2013",5.87,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2013",68.013,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2012",66.953,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2012",7.358,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2012",69.529,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2012",66.864,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2012",8.009,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2012",69.101,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2012",67.079,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2012",6.659,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2012",70.143,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2011",67.371,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2011",7.084,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2011",69.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2011",67.493,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2011",6.422,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2011",69.75,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2011",67.195,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2011",7.766,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2011",70.316,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2010",68.069,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2010",7.51,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2010",70.756,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2010",68.529,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2010",7.318,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2010",70.833,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2010",67.4,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2010",7.707,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2010",70.641,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2009",68.763,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2009",9.445,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2009",71.612,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2009",69.322,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2009",8.739,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2009",71.677,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2009",67.921,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2009",10.125,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2009",71.511,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2008",66.839,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2008",12.073,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2008",69.884,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2008",68.105,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2008",11.762,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2008",70.649,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2008",64.87,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2008",12.383,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2008",68.662,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2007",67.078,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2007",16.33,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2007",70.184,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2007",68.215,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2007",14.29,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2007",70.891,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2007",65.296,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2007",18.373,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2007",69.044,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2021",88.809,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2021",54.445,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2021",95.819,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2021",86.662,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2021",54.912,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2021",94.571,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2021",91.603,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2021",53.517,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2021",97.314,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2014",94.71,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2014",92.094,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2014",95.326,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2014",94.597,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2014",91.827,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2014",95.319,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2014",94.894,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2014",92.642,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2014",95.338,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2015",63.819,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2015",27.473,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2015",74.766,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2015",63.744,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2015",28.201,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2015",73.799,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2015",63.898,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2015",26.783,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2015",75.808,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2024",37.376,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2024",0.482,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2024",43.352,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2024",36.867,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2024",0.424,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2024",41.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2024",38.165,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2024",0.53,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2024",47.186,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2023",37.102,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2023",0.768,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2023",42.694,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2023",36.684,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2023",0.809,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2023",40.679,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2023",37.795,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2023",0.733,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2023",46.389,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2022",39.869,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2022",0.483,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2022",45.449,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2022",38.27,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2022",0.757,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Private","2022",41.988,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Total","2022",42.387,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Public","2022",0.263,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Female","Institutional sector: Private","2022",51.477,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Total","2021",41.315,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Public","2021",0.542,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Total","Institutional sector: Private","2021",47.492,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Total","2021",39.887,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","Informal employment rate by sex and public/private sector (%)","Male","Institutional sector: Public","2021",0.632,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
